Time_s,Pressure,LowLimit,HighLimit,Motor1,Motor2,Cycle
11.6,73,66,146,-225,-225,1
11.656,71,66,146,-225,-225,1
11.711,67,66,146,-225,-225,1
11.766,70,66,146,-225,-225,1
11.822,70,66,146,-225,-225,1
11.877,67,66,146,-225,-225,1
11.931,66,66,146,225,225,2
11.986,66,66,146,225,225,2
12.036,66,66,146,225,225,2
12.091,66,66,146,225,225,2
12.145,65,66,146,225,225,2
12.2,67,66,146,225,225,2
12.25,65,66,146,225,225,2
12.304,66,66,146,225,225,2
12.359,67,66,146,-225,-225,2
12.414,66,66,146,225,225,3
12.464,65,66,146,225,225,3
12.519,68,66,146,225,225,3
12.573,67,66,146,225,225,3
12.628,71,66,146,225,225,3
12.678,72,66,146,225,225,3
12.732,73,66,146,225,225,3
12.787,75,66,146,225,225,3
12.843,77,66,146,225,225,3
12.898,79,66,146,225,225,3
12.953,81,66,146,225,225,3
13.008,83,66,146,225,225,3
13.064,85,66,146,225,225,3
13.119,87,66,146,225,225,3
13.174,89,66,146,225,225,3
13.23,90,66,146,225,225,3
13.284,93,66,146,225,225,3
13.339,95,66,146,225,225,3
13.394,99,66,146,225,225,3
13.45,100,66,146,225,225,3
13.505,105,66,146,225,225,3
13.56,110,66,146,225,225,3
13.616,110,66,146,225,225,3
13.671,113,66,146,225,225,3
13.726,115,66,146,225,225,3
13.782,119,66,146,225,225,3
13.837,123,66,146,225,225,3
13.892,123,66,146,225,225,3
13.946,125,66,146,225,225,3
13.996,128,66,146,225,225,3
14.051,132,66,146,225,225,3
14.106,132,66,146,225,225,3
14.161,132,66,146,225,225,3
14.217,136,66,146,225,225,3
14.271,136,66,146,225,225,3
14.326,135,66,146,225,225,3
14.382,136,66,146,225,225,3
14.437,138,66,146,225,225,3
14.492,140,66,146,225,225,3
14.547,139,66,146,225,225,3
14.603,142,66,146,225,225,3
14.658,145,66,146,225,225,3
14.713,143,66,146,225,225,3
14.769,143,66,146,225,225,3
14.824,146,66,146,-225,-225,3
14.879,140,66,146,-225,-225,3
14.935,134,66,146,-225,-225,3
14.99,127,66,146,-225,-225,3
15.045,119,66,146,-225,-225,3
15.1,114,66,146,-225,-225,3
15.156,110,66,146,-225,-225,3
15.21,104,66,146,-225,-225,3
15.265,100,66,146,-225,-225,3
15.321,94,66,146,-225,-225,3
15.376,93,66,146,-225,-225,3
15.431,91,66,146,-225,-225,3
15.486,90,66,146,-225,-225,3
15.542,87,66,146,-225,-225,3
15.597,85,66,146,-225,-225,3
15.652,83,66,146,-225,-225,3
15.708,83,66,146,-225,-225,3
15.763,83,66,146,-225,-225,3
15.818,80,66,146,-225,-225,3
15.873,80,66,146,-225,-225,3
15.928,77,66,146,-225,-225,3
15.983,75,66,146,-225,-225,3
16.038,76,66,146,-225,-225,3
16.094,74,66,146,-225,-225,3
16.149,72,66,146,-225,-225,3
16.204,71,66,146,-225,-225,3
16.26,70,66,146,-225,-225,3
16.315,68,66,146,-225,-225,3
16.37,67,66,146,-225,-225,3
16.424,66,66,146,225,225,4
16.474,66,66,146,225,225,4
16.529,67,66,146,225,225,4
16.584,68,66,146,225,225,4
16.638,67,66,146,225,225,4
16.688,66,66,146,225,225,4
16.743,66,66,146,225,225,4
16.797,67,66,146,225,225,4
16.852,68,66,146,225,225,4
16.902,69,66,146,225,225,4
16.957,71,66,146,225,225,4
17.011,70,66,146,225,225,4
17.067,70,66,146,225,225,4
17.122,72,66,146,225,225,4
17.177,73,66,146,225,225,4
17.232,75,66,146,225,225,4
17.288,75,66,146,225,225,4
17.343,78,66,146,225,225,4
17.398,79,66,146,225,225,4
17.454,79,66,146,225,225,4
17.508,83,66,146,225,225,4
17.563,84,66,146,225,225,4
17.618,89,66,146,225,225,4
17.668,92,66,146,225,225,4
17.722,95,66,146,225,225,4
17.777,96,66,146,225,225,4
17.832,98,66,146,225,225,4
17.888,100,66,146,225,225,4
17.943,104,66,146,225,225,4
17.998,106,66,146,225,225,4
18.054,107,66,146,225,225,4
18.109,111,66,146,225,225,4
18.164,115,66,146,225,225,4
18.22,119,66,146,225,225,4
18.275,119,66,146,225,225,4
18.33,119,66,146,225,225,4
18.385,124,66,146,225,225,4
18.44,128,66,146,225,225,4
18.495,127,66,146,225,225,4
18.55,128,66,146,225,225,4
18.606,130,66,146,225,225,4
18.661,134,66,146,225,225,4
18.716,137,66,146,225,225,4
18.771,137,66,146,225,225,4
18.827,139,66,146,225,225,4
18.882,138,66,146,225,225,4
18.937,140,66,146,225,225,4
18.993,141,66,146,225,225,4
19.048,140,66,146,225,225,4
19.103,142,66,146,225,225,4
19.159,144,66,146,225,225,4
19.214,142,66,146,-225,-225,4
19.268,136,66,146,-225,-225,4
19.323,129,66,146,-225,-225,4
19.373,121,66,146,-225,-225,4
19.428,116,66,146,-225,-225,4
19.483,111,66,146,-225,-225,4
19.538,105,66,146,-225,-225,4
19.594,102,66,146,-225,-225,4
19.649,96,66,146,-225,-225,4
19.703,95,66,146,-225,-225,4
19.759,92,66,146,-225,-225,4
19.814,91,66,146,-225,-225,4
19.869,89,66,146,-225,-225,4
19.924,86,66,146,-225,-225,4
19.98,83,66,146,-225,-225,4
20.035,81,66,146,-225,-225,4
20.09,80,66,146,-225,-225,4
20.146,80,66,146,-225,-225,4
20.201,79,66,146,-225,-225,4
20.256,78,66,146,-225,-225,4
20.311,76,66,146,-225,-225,4
20.366,74,66,146,-225,-225,4
20.421,73,66,146,-225,-225,4
20.476,72,66,146,-225,-225,4
20.532,69,66,146,-225,-225,4
20.587,69,66,146,-225,-225,4
20.642,69,66,146,225,225,5
20.698,67,66,146,225,225,5
20.753,66,66,146,225,225,5
20.808,68,66,146,225,225,5
20.862,68,66,146,225,225,5
20.912,68,66,146,225,225,5
20.967,71,66,146,225,225,5
21.021,70,66,146,225,225,5
21.076,70,66,146,225,225,5
21.126,70,66,146,225,225,5
21.181,71,66,146,225,225,5
21.235,72,66,146,225,225,5
21.291,74,66,146,225,225,5
21.346,75,66,146,225,225,5
21.401,78,66,146,225,225,5
21.456,80,66,146,225,225,5
21.512,81,66,146,225,225,5
21.567,82,66,146,225,225,5
21.622,84,66,146,225,225,5
21.678,87,66,146,225,225,5
21.732,91,66,146,225,225,5
21.787,94,66,146,225,225,5
21.842,96,66,146,225,225,5
21.898,98,66,146,225,225,5
21.953,100,66,146,225,225,5
22.008,105,66,146,225,225,5
22.064,108,66,146,225,225,5
22.119,109,66,146,225,225,5
22.174,111,66,146,225,225,5
22.23,115,66,146,225,225,5
22.285,117,66,146,225,225,5
22.339,118,66,146,225,225,5
22.394,123,66,146,225,225,5
22.444,124,66,146,225,225,5
22.499,125,66,146,225,225,5
22.554,128,66,146,225,225,5
22.609,131,66,146,225,225,5
22.664,133,66,146,225,225,5
22.719,134,66,146,225,225,5
22.774,138,66,146,225,225,5
22.83,140,66,146,225,225,5
22.885,140,66,146,225,225,5
22.94,142,66,146,225,225,5
22.995,141,66,146,225,225,5
23.051,142,66,146,225,225,5
23.106,144,66,146,225,225,5
23.161,143,66,146,225,225,5
23.217,144,66,146,225,225,5
23.272,146,66,146,225,225,5
23.327,149,66,146,-225,-225,5
23.383,141,66,146,-225,-225,5
23.438,135,66,146,-225,-225,5
23.493,124,66,146,-225,-225,5
23.547,121,66,146,-225,-225,5
23.597,117,66,146,-225,-225,5
23.652,109,66,146,-225,-225,5
23.707,105,66,146,-225,-225,5
23.762,101,66,146,-225,-225,5
23.818,96,66,146,-225,-225,5
23.873,95,66,146,-225,-225,5
23.927,93,66,146,-225,-225,5
23.983,89,66,146,-225,-225,5
24.038,86,66,146,-225,-225,5
24.093,85,66,146,-225,-225,5
24.148,83,66,146,-225,-225,5
24.204,83,66,146,-225,-225,5
24.259,81,66,146,-225,-225,5
24.314,79,66,146,-225,-225,5
24.37,79,66,146,-225,-225,5
24.425,77,66,146,-225,-225,5
24.48,76,66,146,-225,-225,5
24.535,74,66,146,-225,-225,5
24.59,73,66,146,-225,-225,5
24.645,74,66,146,-225,-225,5
24.7,73,66,146,-225,-225,5
24.756,71,66,146,-225,-225,5
24.811,68,66,146,-225,-225,5
24.866,69,66,146,-225,-225,5
24.922,67,66,146,225,225,6
24.977,65,66,146,225,225,6
25.032,66,66,146,225,225,6
25.086,68,66,146,225,225,6
25.136,68,66,146,225,225,6
25.191,67,66,146,225,225,6
25.246,68,66,146,-225,-225,6
25.3,66,66,146,225,225,7
25.35,67,66,146,225,225,7
25.405,69,66,146,225,225,7
25.46,69,66,146,225,225,7
25.515,69,66,146,225,225,7
25.57,70,66,146,225,225,7
25.625,69,66,146,225,225,7
25.68,70,66,146,225,225,7
25.736,72,66,146,225,225,7
25.791,76,66,146,225,225,7
25.846,77,66,146,225,225,7
25.902,76,66,146,225,225,7
25.957,79,66,146,225,225,7
26.011,82,66,146,225,225,7
26.066,84,66,146,225,225,7
26.116,86,66,146,225,225,7
26.17,87,66,146,225,225,7
26.225,89,66,146,225,225,7
26.28,93,66,146,225,225,7
26.33,95,66,146,225,225,7
26.384,98,66,146,225,225,7
26.439,98,66,146,225,225,7
26.494,101,66,146,225,225,7
26.544,105,66,146,225,225,7
26.599,108,66,146,225,225,7
26.653,112,66,146,225,225,7
26.708,115,66,146,225,225,7
26.758,116,66,146,225,225,7
26.813,117,66,146,225,225,7
26.868,120,66,146,225,225,7
26.924,122,66,146,225,225,7
26.978,127,66,146,225,225,7
27.033,126,66,146,225,225,7
27.088,129,66,146,225,225,7
27.138,131,66,146,225,225,7
27.193,136,66,146,225,225,7
27.248,136,66,146,225,225,7
27.302,136,66,146,225,225,7
27.352,139,66,146,225,225,7
27.407,141,66,146,225,225,7
27.462,139,66,146,225,225,7
27.517,141,66,146,225,225,7
27.573,143,66,146,225,225,7
27.627,145,66,146,225,225,7
27.682,145,66,146,225,225,7
27.738,143,66,146,225,225,7
27.793,145,66,146,225,225,7
27.848,146,66,146,225,225,7
27.904,146,66,146,-225,-225,7
27.959,138,66,146,-225,-225,7
28.014,129,66,146,-225,-225,7
28.069,123,66,146,-225,-225,7
28.125,116,66,146,-225,-225,7
28.18,111,66,146,-225,-225,7
28.235,107,66,146,-225,-225,7
28.291,103,66,146,-225,-225,7
28.346,99,66,146,-225,-225,7
28.401,97,66,146,-225,-225,7
28.456,92,66,146,-225,-225,7
28.512,90,66,146,-225,-225,7
28.567,87,66,146,-225,-225,7
28.621,85,66,146,-225,-225,7
28.677,85,66,146,-225,-225,7
28.732,84,66,146,-225,-225,7
28.787,83,66,146,-225,-225,7
28.843,82,66,146,-225,-225,7
28.898,80,66,146,-225,-225,7
28.953,80,66,146,-225,-225,7
29.008,77,66,146,-225,-225,7
29.064,75,66,146,-225,-225,7
29.119,74,66,146,-225,-225,7
29.173,73,66,146,-225,-225,7
29.229,73,66,146,-225,-225,7
29.284,70,66,146,-225,-225,7
29.339,67,66,146,-225,-225,7
29.394,68,66,146,225,225,8
29.45,68,66,146,225,225,8
29.505,66,66,146,225,225,8
29.56,67,66,146,225,225,8
29.616,70,66,146,225,225,8
29.671,69,66,146,225,225,8
29.725,70,66,146,225,225,8
29.78,71,66,146,225,225,8
29.83,71,66,146,225,225,8
29.884,71,66,146,225,225,8
29.939,71,66,146,225,225,8
29.995,72,66,146,225,225,8
30.05,73,66,146,225,225,8
30.105,73,66,146,225,225,8
30.16,75,66,146,225,225,8
30.216,77,66,146,225,225,8
30.271,80,66,146,225,225,8
30.326,84,66,146,225,225,8
30.382,86,66,146,225,225,8
30.436,87,66,146,225,225,8
30.491,90,66,146,225,225,8
30.546,91,66,146,225,225,8
30.602,93,66,146,225,225,8
30.657,96,66,146,225,225,8
30.712,102,66,146,225,225,8
30.768,102,66,146,225,225,8
30.823,104,66,146,225,225,8
30.878,107,66,146,225,225,8
30.934,111,66,146,225,225,8
30.989,114,66,146,225,225,8
31.043,116,66,146,225,225,8
31.098,119,66,146,225,225,8
31.148,123,66,146,225,225,8
31.203,123,66,146,225,225,8
31.258,124,66,146,225,225,8
31.313,128,66,146,225,225,8
31.369,130,66,146,225,225,8
31.423,133,66,146,225,225,8
31.478,133,66,146,225,225,8
31.534,136,66,146,225,225,8
31.589,135,66,146,225,225,8
31.644,138,66,146,225,225,8
31.699,140,66,146,225,225,8
31.755,141,66,146,225,225,8
31.81,142,66,146,225,225,8
31.865,141,66,146,225,225,8
31.921,143,66,146,225,225,8
31.976,145,66,146,225,225,8
32.031,145,66,146,-225,-225,8
32.087,138,66,146,-225,-225,8
32.142,131,66,146,-225,-225,8
32.197,126,66,146,-225,-225,8
32.252,117,66,146,-225,-225,8
32.308,114,66,146,-225,-225,8
32.363,105,66,146,-225,-225,8
32.417,103,66,146,-225,-225,8
32.473,97,66,146,-225,-225,8
32.528,94,66,146,-225,-225,8
32.583,91,66,146,-225,-225,8
32.638,90,66,146,-225,-225,8
32.694,87,66,146,-225,-225,8
32.749,87,66,146,-225,-225,8
32.804,84,66,146,-225,-225,8
32.86,84,66,146,-225,-225,8
32.915,83,66,146,-225,-225,8
32.97,82,66,146,-225,-225,8
33.025,80,66,146,-225,-225,8
33.08,80,66,146,-225,-225,8
33.135,79,66,146,-225,-225,8
33.19,77,66,146,-225,-225,8
33.246,76,66,146,-225,-225,8
33.301,72,66,146,-225,-225,8
33.356,74,66,146,-225,-225,8
33.412,71,66,146,-225,-225,8
33.467,69,66,146,-225,-225,8
33.522,68,66,146,-225,-225,8
33.576,66,66,146,225,225,9
33.626,66,66,146,225,225,9
33.681,66,66,146,225,225,9
33.736,66,66,146,225,225,9
33.79,66,66,146,225,225,9
33.84,65,66,146,225,225,9
33.895,67,66,146,225,225,9
33.949,66,66,146,225,225,9
34.004,66,66,146,225,225,9
34.054,66,66,146,225,225,9
34.109,68,66,146,225,225,9
34.163,69,66,146,225,225,9
34.219,69,66,146,225,225,9
34.274,71,66,146,225,225,9
34.329,74,66,146,225,225,9
34.384,72,66,146,225,225,9
34.44,75,66,146,225,225,9
34.495,77,66,146,225,225,9
34.55,78,66,146,225,225,9
34.606,81,66,146,225,225,9
34.66,83,66,146,225,225,9
34.715,86,66,146,225,225,9
34.77,90,66,146,225,225,9
34.82,93,66,146,225,225,9
34.874,94,66,146,225,225,9
34.929,97,66,146,225,225,9
34.984,99,66,146,225,225,9
35.04,102,66,146,225,225,9
35.095,104,66,146,225,225,9
35.15,108,66,146,225,225,9
35.206,110,66,146,225,225,9
35.261,113,66,146,225,225,9
35.316,115,66,146,225,225,9
35.372,118,66,146,225,225,9
35.427,122,66,146,225,225,9
35.482,122,66,146,225,225,9
35.537,126,66,146,225,225,9
35.593,127,66,146,225,225,9
35.647,127,66,146,225,225,9
35.702,129,66,146,225,225,9
35.758,134,66,146,225,225,9
35.813,136,66,146,225,225,9
35.868,135,66,146,225,225,9
35.923,136,66,146,225,225,9
35.979,137,66,146,225,225,9
36.034,138,66,146,225,225,9
36.089,140,66,146,225,225,9
36.145,142,66,146,225,225,9
36.2,144,66,146,225,225,9
36.255,144,66,146,225,225,9
36.311,144,66,146,225,225,9
36.366,144,66,146,225,225,9
36.42,146,66,146,225,225,9
36.475,147,66,146,-225,-225,9
36.525,137,66,146,-225,-225,9
36.58,131,66,146,-225,-225,9
36.635,124,66,146,-225,-225,9
36.69,117,66,146,-225,-225,9
36.746,111,66,146,-225,-225,9
36.801,107,66,146,-225,-225,9
36.856,101,66,146,-225,-225,9
36.911,99,66,146,-225,-225,9
36.966,95,66,146,-225,-225,9
37.021,94,66,146,-225,-225,9
37.076,90,66,146,-225,-225,9
37.132,87,66,146,-225,-225,9
37.187,84,66,146,-225,-225,9
37.242,83,66,146,-225,-225,9
37.298,83,66,146,-225,-225,9
37.353,83,66,146,-225,-225,9
37.408,80,66,146,-225,-225,9
37.464,79,66,146,-225,-225,9
37.518,77,66,146,-225,-225,9
37.573,77,66,146,-225,-225,9
37.628,77,66,146,-225,-225,9
37.678,76,66,146,-225,-225,9
37.732,73,66,146,-225,-225,9
37.787,72,66,146,-225,-225,9
37.842,71,66,146,-225,-225,9
37.892,69,66,146,-225,-225,9
37.946,68,66,146,-225,-225,9
