Time_s,Pressure,LowLimit,HighLimit,Motor1,Motor2,Cycle
9.786,97,65,145,-255,-255,1
9.84,93,65,145,-255,-255,1
9.895,91,65,145,-255,-255,1
9.945,89,65,145,-255,-255,1
9.999,87,65,145,-255,-255,1
10.054,86,65,145,-255,-255,1
10.109,84,65,145,-255,-255,1
10.165,82,65,145,-255,-255,1
10.22,83,65,145,-255,-255,1
10.275,81,65,145,-255,-255,1
10.331,78,65,145,-255,-255,1
10.386,79,65,145,-255,-255,1
10.441,75,65,145,-255,-255,1
10.496,74,65,145,-255,-255,1
10.551,73,65,145,-255,-255,1
10.606,71,65,145,-255,-255,1
10.661,68,65,145,-255,-255,1
10.717,68,65,145,-255,-255,1
10.772,67,65,145,-255,-255,1
10.827,67,65,145,-255,-255,1
10.883,66,65,145,255,255,2
10.938,66,65,145,255,255,2
10.993,67,65,145,255,255,2
11.047,66,65,145,255,255,2
11.097,66,65,145,255,255,2
11.152,66,65,145,255,255,2
11.206,66,65,145,255,255,2
11.261,66,65,145,255,255,2
11.311,67,65,145,255,255,2
11.366,68,65,145,255,255,2
11.42,69,65,145,255,255,2
11.475,68,65,145,255,255,2
11.525,71,65,145,255,255,2
11.58,72,65,145,255,255,2
11.634,75,65,145,255,255,2
11.689,76,65,145,255,255,2
11.739,79,65,145,255,255,2
11.793,81,65,145,255,255,2
11.848,84,65,145,255,255,2
11.904,86,65,145,255,255,2
11.959,90,65,145,255,255,2
12.014,94,65,145,255,255,2
12.069,96,65,145,255,255,2
12.125,100,65,145,255,255,2
12.18,104,65,145,255,255,2
12.235,106,65,145,255,255,2
12.291,111,65,145,255,255,2
12.346,115,65,145,255,255,2
12.4,119,65,145,255,255,2
12.455,121,65,145,255,255,2
12.505,124,65,145,255,255,2
12.56,129,65,145,255,255,2
12.615,131,65,145,255,255,2
12.67,136,65,145,255,255,2
12.725,138,65,145,255,255,2
12.78,142,65,145,255,255,2
12.835,146,65,145,-255,-255,2
12.891,144,65,145,-255,-255,2
12.946,133,65,145,-255,-255,2
13.001,125,65,145,-255,-255,2
13.057,117,65,145,-255,-255,2
13.112,111,65,145,-255,-255,2
13.167,105,65,145,-255,-255,2
13.222,101,65,145,-255,-255,2
13.278,98,65,145,-255,-255,2
13.333,92,65,145,-255,-255,2
13.388,92,65,145,-255,-255,2
13.444,88,65,145,-255,-255,2
13.499,87,65,145,-255,-255,2
13.554,87,65,145,-255,-255,2
13.608,83,65,145,-255,-255,2
13.658,82,65,145,-255,-255,2
13.713,82,65,145,-255,-255,2
13.768,80,65,145,-255,-255,2
13.822,79,65,145,-255,-255,2
13.872,78,65,145,-255,-255,2
13.927,76,65,145,-255,-255,2
13.982,75,65,145,-255,-255,2
14.036,72,65,145,-255,-255,2
14.086,72,65,145,-255,-255,2
14.141,70,65,145,-255,-255,2
14.196,68,65,145,-255,-255,2
14.251,66,65,145,-255,-255,2
14.306,67,65,145,-255,-255,2
14.361,65,65,145,255,255,3
14.416,67,65,145,255,255,3
14.472,67,65,145,255,255,3
14.527,66,65,145,255,255,3
14.582,67,65,145,255,255,3
14.638,67,65,145,255,255,3
14.693,65,65,145,255,255,3
14.747,66,65,145,255,255,3
14.802,66,65,145,255,255,3
14.852,66,65,145,255,255,3
14.907,67,65,145,255,255,3
14.961,67,65,145,255,255,3
15.016,70,65,145,255,255,3
15.066,69,65,145,255,255,3
15.12,72,65,145,255,255,3
15.175,75,65,145,255,255,3
15.23,76,65,145,255,255,3
15.28,78,65,145,255,255,3
15.334,80,65,145,255,255,3
15.389,83,65,145,255,255,3
15.444,86,65,145,255,255,3
15.494,88,65,145,255,255,3
15.548,92,65,145,255,255,3
15.603,96,65,145,255,255,3
15.659,97,65,145,255,255,3
15.714,102,65,145,255,255,3
15.769,103,65,145,255,255,3
15.824,108,65,145,255,255,3
15.88,112,65,145,255,255,3
15.935,114,65,145,255,255,3
15.99,118,65,145,255,255,3
16.046,124,65,145,255,255,3
16.101,127,65,145,255,255,3
16.156,130,65,145,255,255,3
16.211,133,65,145,255,255,3
16.266,135,65,145,255,255,3
16.321,141,65,145,255,255,3
16.376,143,65,145,255,255,3
16.432,147,65,145,-255,-255,3
16.487,142,65,145,-255,-255,3
16.542,133,65,145,-255,-255,3
16.598,125,65,145,-255,-255,3
16.653,118,65,145,-255,-255,3
16.708,111,65,145,-255,-255,3
16.763,106,65,145,-255,-255,3
16.819,101,65,145,-255,-255,3
16.874,98,65,145,-255,-255,3
16.929,94,65,145,-255,-255,3
16.985,91,65,145,-255,-255,3
17.04,89,65,145,-255,-255,3
17.095,87,65,145,-255,-255,3
17.149,86,65,145,-255,-255,3
17.199,84,65,145,-255,-255,3
17.254,84,65,145,-255,-255,3
17.309,80,65,145,-255,-255,3
17.363,81,65,145,-255,-255,3
17.413,80,65,145,-255,-255,3
17.468,78,65,145,-255,-255,3
17.523,78,65,145,-255,-255,3
17.577,74,65,145,-255,-255,3
17.627,72,65,145,-255,-255,3
17.682,72,65,145,-255,-255,3
17.737,68,65,145,-255,-255,3
17.792,69,65,145,-255,-255,3
17.847,67,65,145,-255,-255,3
17.902,68,65,145,-255,-255,3
17.957,66,65,145,-255,-255,3
18.013,66,65,145,255,255,4
18.068,68,65,145,255,255,4
18.123,66,65,145,255,255,4
18.179,65,65,145,255,255,4
18.234,67,65,145,255,255,4
18.289,66,65,145,255,255,4
18.343,66,65,145,255,255,4
18.393,66,65,145,255,255,4
18.448,65,65,145,255,255,4
18.502,66,65,145,255,255,4
18.557,68,65,145,255,255,4
18.607,68,65,145,255,255,4
18.662,69,65,145,255,255,4
18.716,70,65,145,255,255,4
18.771,71,65,145,255,255,4
18.821,74,65,145,255,255,4
18.875,74,65,145,255,255,4
18.93,76,65,145,255,255,4
18.985,80,65,145,255,255,4
19.035,81,65,145,255,255,4
19.089,84,65,145,255,255,4
19.144,88,65,145,255,255,4
19.2,90,65,145,255,255,4
19.255,93,65,145,255,255,4
19.31,97,65,145,255,255,4
19.365,101,65,145,255,255,4
19.421,104,65,145,255,255,4
19.476,107,65,145,255,255,4
19.531,112,65,145,255,255,4
19.587,114,65,145,255,255,4
19.642,119,65,145,255,255,4
19.696,121,65,145,255,255,4
19.751,126,65,145,255,255,4
19.801,128,65,145,255,255,4
19.856,132,65,145,255,255,4
19.911,133,65,145,255,255,4
19.966,138,65,145,255,255,4
20.021,140,65,145,255,255,4
20.076,144,65,145,255,255,4
20.131,143,65,145,-255,-255,4
20.187,135,65,145,-255,-255,4
20.242,127,65,145,-255,-255,4
20.297,119,65,145,-255,-255,4
20.353,113,65,145,-255,-255,4
20.408,106,65,145,-255,-255,4
20.463,101,65,145,-255,-255,4
20.518,96,65,145,-255,-255,4
20.574,94,65,145,-255,-255,4
20.629,93,65,145,-255,-255,4
20.684,88,65,145,-255,-255,4
20.74,87,65,145,-255,-255,4
20.795,87,65,145,-255,-255,4
20.849,83,65,145,-255,-255,4
20.904,84,65,145,-255,-255,4
20.954,81,65,145,-255,-255,4
21.009,80,65,145,-255,-255,4
21.063,79,65,145,-255,-255,4
21.118,78,65,145,-255,-255,4
21.168,77,65,145,-255,-255,4
21.223,75,65,145,-255,-255,4
21.277,73,65,145,-255,-255,4
21.332,72,65,145,-255,-255,4
21.382,70,65,145,-255,-255,4
21.437,68,65,145,-255,-255,4
21.491,67,65,145,-255,-255,4
21.547,69,65,145,-255,-255,4
21.602,67,65,145,255,255,5
21.657,65,65,145,255,255,5
21.712,66,65,145,255,255,5
21.768,66,65,145,255,255,5
21.823,66,65,145,255,255,5
21.878,67,65,145,255,255,5
21.934,67,65,145,255,255,5
21.988,68,65,145,255,255,5
22.043,67,65,145,255,255,5
22.098,68,65,145,255,255,5
22.148,69,65,145,255,255,5
22.202,69,65,145,255,255,5
22.257,71,65,145,255,255,5
22.312,73,65,145,255,255,5
22.368,75,65,145,255,255,5
22.423,77,65,145,255,255,5
22.478,78,65,145,255,255,5
22.534,81,65,145,255,255,5
22.589,83,65,145,255,255,5
22.644,88,65,145,255,255,5
22.699,91,65,145,255,255,5
22.754,94,65,145,255,255,5
22.809,98,65,145,255,255,5
22.864,99,65,145,255,255,5
22.92,103,65,145,255,255,5
22.975,107,65,145,255,255,5
23.03,110,65,145,255,255,5
23.086,115,65,145,255,255,5
23.141,118,65,145,255,255,5
23.196,120,65,145,255,255,5
23.251,126,65,145,255,255,5
23.307,128,65,145,255,255,5
23.361,131,65,145,255,255,5
23.416,136,65,145,255,255,5
23.472,139,65,145,255,255,5
23.527,142,65,145,255,255,5
23.582,144,65,145,255,255,5
23.638,143,65,145,-255,-255,5
23.693,136,65,145,-255,-255,5
23.748,126,65,145,-255,-255,5
23.803,120,65,145,-255,-255,5
23.859,113,65,145,-255,-255,5
23.914,107,65,145,-255,-255,5
23.969,101,65,145,-255,-255,5
24.025,97,65,145,-255,-255,5
24.08,95,65,145,-255,-255,5
24.135,93,65,145,-255,-255,5
24.19,90,65,145,-255,-255,5
24.245,88,65,145,-255,-255,5
24.3,86,65,145,-255,-255,5
24.355,85,65,145,-255,-255,5
24.411,82,65,145,-255,-255,5
24.466,81,65,145,-255,-255,5
24.521,79,65,145,-255,-255,5
24.577,79,65,145,-255,-255,5
24.632,78,65,145,-255,-255,5
24.687,77,65,145,-255,-255,5
24.742,75,65,145,-255,-255,5
24.798,73,65,145,-255,-255,5
24.852,72,65,145,-255,-255,5
24.907,69,65,145,-255,-255,5
24.963,68,65,145,-255,-255,5
25.018,68,65,145,-255,-255,5
25.073,67,65,145,-255,-255,5
25.128,67,65,145,-255,-255,5
25.184,65,65,145,255,255,6
25.239,67,65,145,255,255,6
25.294,68,65,145,255,255,6
25.35,68,65,145,255,255,6
25.404,66,65,145,255,255,6
25.459,66,65,145,255,255,6
25.515,67,65,145,255,255,6
25.57,65,65,145,255,255,6
25.625,66,65,145,255,255,6
25.68,66,65,145,255,255,6
25.736,68,65,145,255,255,6
25.791,67,65,145,255,255,6
25.846,69,65,145,255,255,6
25.901,68,65,145,255,255,6
25.956,70,65,145,255,255,6
26.011,73,65,145,255,255,6
26.066,73,65,145,255,255,6
26.122,75,65,145,255,255,6
26.177,78,65,145,255,255,6
26.232,82,65,145,255,255,6
26.288,84,65,145,255,255,6
26.343,85,65,145,255,255,6
26.397,89,65,145,255,255,6
26.452,92,65,145,255,255,6
26.502,94,65,145,255,255,6
26.556,97,65,145,255,255,6
26.611,101,65,145,255,255,6
26.667,104,65,145,255,255,6
26.722,108,65,145,255,255,6
26.777,111,65,145,255,255,6
26.832,114,65,145,255,255,6
26.888,120,65,145,255,255,6
26.943,121,65,145,255,255,6
26.998,126,65,145,255,255,6
27.054,128,65,145,255,255,6
27.109,132,65,145,255,255,6
27.164,135,65,145,255,255,6
27.219,140,65,145,255,255,6
27.275,143,65,145,255,255,6
27.329,145,65,145,255,255,6
27.384,142,65,145,-255,-255,6
27.44,134,65,145,-255,-255,6
27.495,126,65,145,-255,-255,6
27.55,119,65,145,-255,-255,6
27.606,113,65,145,-255,-255,6
27.661,107,65,145,-255,-255,6
27.716,101,65,145,-255,-255,6
27.771,99,65,145,-255,-255,6
27.827,94,65,145,-255,-255,6
27.882,92,65,145,-255,-255,6
27.937,88,65,145,-255,-255,6
27.993,87,65,145,-255,-255,6
28.048,86,65,145,-255,-255,6
28.103,84,65,145,-255,-255,6
28.157,83,65,145,-255,-255,6
28.207,82,65,145,-255,-255,6
28.262,81,65,145,-255,-255,6
28.317,79,65,145,-255,-255,6
28.371,79,65,145,-255,-255,6
28.421,77,65,145,-255,-255,6
28.476,75,65,145,-255,-255,6
28.531,72,65,145,-255,-255,6
28.587,72,65,145,-255,-255,6
28.641,69,65,145,-255,-255,6
28.696,70,65,145,-255,-255,6
28.751,68,65,145,-255,-255,6
28.801,68,65,145,-255,-255,6
28.855,67,65,145,-255,-255,6
28.91,67,65,145,-255,-255,6
28.965,66,65,145,-255,-255,6
29.015,67,65,145,-255,-255,6
29.069,66,65,145,255,255,7
29.124,67,65,145,255,255,7
29.179,68,65,145,255,255,7
29.229,66,65,145,255,255,7
29.283,67,65,145,255,255,7
29.338,66,65,145,-255,-255,7
29.393,67,65,145,-255,-255,7
29.443,67,65,145,255,255,8
29.497,66,65,145,255,255,8
29.552,66,65,145,255,255,8
29.607,66,65,145,255,255,8
29.657,67,65,145,255,255,8
29.711,67,65,145,255,255,8
29.766,66,65,145,255,255,8
29.821,68,65,145,255,255,8
29.877,67,65,145,255,255,8
29.932,68,65,145,255,255,8
29.987,68,65,145,255,255,8
30.043,71,65,145,255,255,8
30.098,73,65,145,255,255,8
30.153,73,65,145,255,255,8
30.208,76,65,145,255,255,8
30.263,80,65,145,255,255,8
30.318,80,65,145,255,255,8
30.373,83,65,145,255,255,8
30.429,86,65,145,255,255,8
30.484,88,65,145,255,255,8
30.539,93,65,145,255,255,8
30.595,96,65,145,255,255,8
30.65,97,65,145,255,255,8
30.704,100,65,145,255,255,8
30.759,105,65,145,255,255,8
30.809,107,65,145,255,255,8
30.864,111,65,145,255,255,8
30.919,115,65,145,255,255,8
30.973,118,65,145,255,255,8
31.023,120,65,145,255,255,8
31.078,125,65,145,255,255,8
31.133,127,65,145,255,255,8
31.188,130,65,145,255,255,8
31.244,133,65,145,255,255,8
31.299,139,65,145,255,255,8
31.353,140,65,145,255,255,8
31.403,142,65,145,255,255,8
31.458,147,65,145,-255,-255,8
31.513,142,65,145,-255,-255,8
31.568,133,65,145,-255,-255,8
31.624,124,65,145,-255,-255,8
31.679,118,65,145,-255,-255,8
31.734,112,65,145,-255,-255,8
31.789,106,65,145,-255,-255,8
31.844,100,65,145,-255,-255,8
31.899,97,65,145,-255,-255,8
31.954,93,65,145,-255,-255,8
32.004,91,65,145,-255,-255,8
32.058,89,65,145,-255,-255,8
32.113,88,65,145,-255,-255,8
32.168,84,65,145,-255,-255,8
32.218,85,65,145,-255,-255,8
32.272,81,65,145,-255,-255,8
32.327,81,65,145,-255,-255,8
32.382,79,65,145,-255,-255,8
32.432,79,65,145,-255,-255,8
32.486,78,65,145,-255,-255,8
32.541,76,65,145,-255,-255,8
32.596,74,65,145,-255,-255,8
32.646,73,65,145,-255,-255,8
32.701,71,65,145,-255,-255,8
32.755,70,65,145,-255,-255,8
32.811,68,65,145,-255,-255,8
32.866,69,65,145,-255,-255,8
32.921,67,65,145,-255,-255,8
32.976,66,65,145,255,255,9
33.032,67,65,145,255,255,9
33.087,67,65,145,255,255,9
33.142,66,65,145,255,255,9
33.198,66,65,145,255,255,9
33.253,67,65,145,255,255,9
33.307,66,65,145,255,255,9
33.362,67,65,145,255,255,9
33.412,66,65,145,255,255,9
33.466,68,65,145,255,255,9
33.521,69,65,145,255,255,9
33.576,70,65,145,255,255,9
33.626,70,65,145,255,255,9
33.68,72,65,145,255,255,9
33.735,73,65,145,255,255,9
33.79,75,65,145,255,255,9
33.84,77,65,145,255,255,9
33.894,79,65,145,255,255,9
33.949,82,65,145,255,255,9
34.004,84,65,145,255,255,9
34.06,88,65,145,255,255,9
34.115,90,65,145,255,255,9
34.17,94,65,145,255,255,9
34.226,97,65,145,255,255,9
34.281,99,65,145,255,255,9
34.336,103,65,145,255,255,9
34.391,106,65,145,255,255,9
34.446,110,65,145,255,255,9
34.501,113,65,145,255,255,9
34.556,117,65,145,255,255,9
34.606,120,65,145,255,255,9
34.661,125,65,145,255,255,9
34.715,126,65,145,255,255,9
34.77,129,65,145,255,255,9
34.82,134,65,145,255,255,9
34.875,136,65,145,255,255,9
34.93,138,65,145,255,255,9
34.984,143,65,145,255,255,9
35.034,143,65,145,255,255,9
35.089,147,65,145,-255,-255,9
35.144,141,65,145,-255,-255,9
35.2,132,65,145,-255,-255,9
35.255,124,65,145,-255,-255,9
35.31,118,65,145,-255,-255,9
35.365,111,65,145,-255,-255,9
35.421,105,65,145,-255,-255,9
35.475,100,65,145,-255,-255,9
35.53,98,65,145,-255,-255,9
35.586,94,65,145,-255,-255,9
35.641,91,65,145,-255,-255,9
35.696,89,65,145,-255,-255,9
35.751,87,65,145,-255,-255,9
35.807,85,65,145,-255,-255,9
35.862,85,65,145,-255,-255,9
35.917,81,65,145,-255,-255,9
35.973,80,65,145,-255,-255,9
36.028,80,65,145,-255,-255,9
36.082,79,65,145,-255,-255,9
36.137,78,65,145,-255,-255,9
36.187,76,65,145,-255,-255,9
36.242,74,65,145,-255,-255,9
36.296,71,65,145,-255,-255,9
36.352,72,65,145,-255,-255,9
36.407,68,65,145,-255,-255,9
36.462,70,65,145,-255,-255,9
36.517,68,65,145,-255,-255,9
36.573,68,65,145,-255,-255,9
36.628,67,65,145,-255,-255,9
